n,mse,coef_rmse,coef_max_abs_error
18000,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
18100,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
18200,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
18300,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
18400,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
18500,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
18600,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
18700,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
18800,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
18900,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
19000,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
19100,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
19200,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
19300,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
19400,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
19500,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
19600,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
19700,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
19800,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
19900,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
20000,6.952607099237921e-32,3.003835891368097e-02,1.127462900650093e-01
